Utility ID,Plant Code,State,Type,Utility Name,Plant Name,Nameplate Capacity (MW)_sum,Minimum Load (MW)_sum,Zip,County,Latitude,Longitude,index,type,Pmax,Pmin,RUrate,RDrate,c0,c1,c2,SUcost,SDcost,UPtime,DNtime,Zone
59190,54803,NH,Oil,Plymouth State University,Plymouth State College Cogeneration,2.8,0.8,3264,GRAFTON,43.7644,-71.6881,103,Oil,2.8,0.9799999999999999,400.0,400.0,0.0,207.0028,0.0,94146.0,0.0,16.0,11.0,NH
12469,54805,MA,Gas_CCGT,Milford Power LLC,Milford Power LP,249.3,100.0,1757,WORCESTER,42.129361,-71.511496,104,Gas,249.3,49.86000000000001,400.0,400.0,0.0,56.2493,0.0,14238.0,0.0,8.0,6.0,WCMASS
11820,54907,MA,Gas_GT,Massachusetts Inst of Tech,Mass Inst Tech Cntrl Utilities/Cogen Plt,43.4,18.0,2139,MIDDLESEX,42.360986,-71.093876,105,Gas,43.4,8.68,400.0,400.0,0.0,343.0434,0.0,0.0,0.0,1.0,1.0,SEMASS
20347,54937,MA,Gas_IC,Wellesley College,Wellesley College Central Utility Plant,7.1,3.5999999999999996,2481,NORFOLK,42.293927,-71.308111,106,Gas,7.1,1.42,400.0,400.0,0.0,56.0071,0.0,14238.0,0.0,8.0,6.0,SEMASS
20347,54937,MA,Oil,Wellesley College,Wellesley College Central Utility Plant,3.0,1.5,2481,NORFOLK,42.293927,-71.308111,107,Oil,3.0,1.0499999999999998,400.0,400.0,0.0,207.003,0.0,94146.0,0.0,16.0,11.0,SEMASS
55773,55026,MA,Gas_CCGT,"Dighton Power, LLC",Dighton Power Plant,200.0,108.0,2715,BRISTOL,41.8312,-71.1239,108,Gas,200.0,40.0,400.0,400.0,0.0,56.2,0.0,14238.0,0.0,8.0,6.0,SEMASS
55738,55031,ME,Gas_GT,Pixelle Androscoggin LLC,Androscoggin Energy Center,163.5,114.0,4239,FRANKLIN,44.506315,-70.242312,109,Gas,163.5,32.7,400.0,400.0,0.0,343.1635,0.0,0.0,0.0,1.0,1.0,ME
1616,55041,MA,Gas_CCGT,Berkshire Power Co LLC,Berkshire Power,289.0,150.0,1001,HAMPDEN,42.0476,-72.6478,110,Gas,289.0,57.800000000000004,400.0,400.0,0.0,56.289,0.0,14238.0,0.0,8.0,6.0,WCMASS
2232,55042,CT,Gas_CCGT,Bridgeport Energy LLC,Bridgeport Energy Project,520.0,0.0,6604,FAIRFIELD,41.1692,-73.1844,111,Gas,520.0,104.0,400.0,400.0,0.0,56.52,0.0,14238.0,0.0,8.0,6.0,CT
55510,55048,RI,Gas_CCGT,Tiverton Power LLC,Tiverton Power Plant,272.5,130.0,2878,NEWPORT,41.6422,-71.1706,112,Gas,272.5,54.5,400.0,400.0,0.0,56.2725,0.0,14238.0,0.0,8.0,6.0,RI
4966,55068,ME,Gas_CCGT,Casco Bay Energy Co LLC,Maine Independence Station,550.2,170.0,4401,PENOBSCOT,44.8242,-68.7094,113,Gas,550.2,110.04000000000002,400.0,400.0,0.0,56.5502,0.0,14238.0,0.0,8.0,6.0,ME
12713,55079,MA,Gas_CCGT,"Millennium Power Company, LLC",Millennium Power,427.5,180.0,1507,WORCESTER,42.112291,-72.015113,114,Gas,427.5,85.5,400.0,400.0,0.0,56.4275,0.0,14238.0,0.0,8.0,6.0,WCMASS
54821,55100,ME,Gas_CCGT,Rumford Power,Rumford Power LLC,274.5,130.0,4276,OXFORD,44.5303,-70.5219,115,Gas,274.5,54.900000000000006,400.0,400.0,0.0,56.2745,0.0,14238.0,0.0,8.0,6.0,ME
6832,55107,RI,Gas_CCGT,RISEC Operating Services,Rhode Island State Energy Center,596.0,365.0,2919,PROVIDENCE,41.8017,-71.5186,116,Gas,596.0,119.2,400.0,400.0,0.0,56.596,0.0,14238.0,0.0,8.0,6.0,RI
12568,55126,CT,Gas_CCGT,Milford Power Co LLC,Milford Power Project,578.0,308.0,6460,NEW HAVEN,41.224355,-73.099728,117,Gas,578.0,115.60000000000001,400.0,400.0,0.0,56.578,0.0,14238.0,0.0,8.0,6.0,CT
10576,55149,CT,Gas_CCGT,Lake Road Generating Co LP,Lake Road Generating Plant,840.0,435.0,6241,WINDHAM,41.872043,-71.895799,118,Gas,840.0,168.0,400.0,400.0,0.0,56.84,0.0,14238.0,0.0,8.0,6.0,CT
88,55170,NH,Gas_CCGT,Granite Ridge Energy LLC,Granite Ridge,790.0,307.0,3053,ROCKINGHAM,42.9042,-71.4261,119,Gas,790.0,158.0,400.0,400.0,0.0,56.79,0.0,14238.0,0.0,8.0,6.0,NH
641,55211,MA,Gas_CCGT,ANP Bellingham Energy Company LLC,ANP Bellingham Energy Project,578.0,300.0,2019,NORFOLK,42.110577,-71.453468,120,Gas,578.0,115.60000000000001,400.0,400.0,0.0,56.578,0.0,14238.0,0.0,8.0,6.0,SEMASS
656,55212,MA,Gas_CCGT,ANP Blackstone Energy Company LLC,ANP Blackstone Energy Project,578.0,300.0,1504,WORCESTER,42.059876,-71.515811,121,Gas,578.0,115.60000000000001,400.0,400.0,0.0,56.578,0.0,14238.0,0.0,8.0,6.0,WCMASS
2891,55294,ME,Gas_CCGT,Westbrook Energy Center,Westbrook Energy Center Power Plant,563.9,260.0,4092,CUMBERLAND,43.6575,-70.375,122,Gas,563.9,112.78,400.0,400.0,0.0,56.5639,0.0,14238.0,0.0,8.0,6.0,ME
59368,55317,MA,Gas_CCGT,"Calpine Fore River Energy Center, LLC",Fore River Generating Station,872.2,355.0,2191,NORFOLK,42.2422,-70.9661,123,Gas,872.2,174.44000000000003,400.0,400.0,0.0,56.8722,0.0,14238.0,0.0,8.0,6.0,SEMASS
56927,55517,CT,Gas_GT,Wallingford Energy LLC,Wallingford Energy,350.0,14.0,6492,NEW HAVEN,41.448694,-72.835364,124,Gas,350.0,70.0,400.0,400.0,0.0,343.35,0.0,0.0,0.0,1.0,1.0,CT
13538,55661,NH,Gas_CCGT,"Essential Power Operating Services, LLC",Newington,605.5,280.0,3801,ROCKINGHAM,43.1047,-70.8061,125,Gas,605.5,121.10000000000001,400.0,400.0,0.0,56.6055,0.0,14238.0,0.0,8.0,6.0,NH
19002,56047,CT,Gas_CCGT,"CPV Towantic, LLC",CPV Towantic Energy Center,841.5,0.0,6478,NEW HAVEN,41.481243,-73.123108,126,Gas,841.5,168.3,400.0,400.0,0.0,56.8415,0.0,14238.0,0.0,8.0,6.0,CT
49840,56189,CT,Oil,"Waterside Power, LLC","Waterside Power, LLC",69.6,45.0,6904,FAIRFIELD,41.0372,-73.5564,127,Oil,69.6,24.359999999999996,400.0,400.0,0.0,207.0696,0.0,94146.0,0.0,16.0,11.0,CT
56201,56629,CT,Gas_GT,Engie North America,Waterbury Generation,96.0,50.0,6708,NEW HAVEN,41.5444,-73.0417,128,Gas,96.0,19.200000000000003,400.0,400.0,0.0,343.096,0.0,0.0,0.0,1.0,1.0,CT
55993,56798,CT,Gas_CCGT,"Kleen Energy Systems, LLC",Kleen Energy Systems Project,693.0,417.0,6457,MIDDLESEX,41.553227,-72.596867,129,Gas,693.0,138.6,400.0,400.0,0.0,56.693,0.0,14238.0,0.0,8.0,6.0,CT
56143,56928,CT,Gas_GT,Fairfield University,Fairfield University CHP Plant,4.5,0.5,6824,FAIRFIELD,41.1589,-73.2572,130,Gas,4.5,0.9,400.0,400.0,0.0,343.0045,0.0,0.0,0.0,1.0,1.0,CT
56354,57068,CT,Oil,GenConn Middletown LLC,GenConn Middletown LLC,242.0,76.4,6457,MIDDLESEX,41.554444,-72.576666,131,Oil,242.0,84.69999999999999,400.0,400.0,0.0,207.242,0.0,94146.0,0.0,16.0,11.0,CT
56352,57070,CT,Oil,GenConn Devon LLC,GenConn Devon LLC,242.0,76.0,6460,NEW HAVEN,41.2108,-73.1075,132,Oil,242.0,84.69999999999999,400.0,400.0,0.0,207.242,0.0,94146.0,0.0,16.0,11.0,CT
56406,57103,MA,Gas_Steam,Newark America,Newark America Mill,6.3,1.0,1420,WORCESTER,42.561007,-71.848805,133,Gas,6.3,1.26,400.0,400.0,0.0,56.0063,0.0,14238.0,0.0,8.0,6.0,WCMASS
8153,57179,CT,Gas_GT,Hartford Steam Co,HSCo CHP,4.0,1.0,6010,HARTFORD,41.7614,-72.6686,134,Gas,4.0,0.8,400.0,400.0,0.0,343.004,0.0,0.0,0.0,1.0,1.0,CT
4180,57598,CT,Oil,Connecticut Mun Elec Engy Coop,Bridge Street 1 & 2,5.2,3.0,6340,NEW LONDON,41.362778,-72.0825,135,Oil,5.2,1.8199999999999998,400.0,400.0,0.0,207.0052,0.0,94146.0,0.0,16.0,11.0,CT
4180,57599,CT,Oil,Connecticut Mun Elec Engy Coop,"Fort Hill 1, 2, 3 & 4",10.4,6.0,6382,NEW LONDON,41.4711,-72.1022,136,Oil,10.4,3.6399999999999997,400.0,400.0,0.0,207.0104,0.0,94146.0,0.0,16.0,11.0,CT
4180,57601,CT,Oil,Connecticut Mun Elec Engy Coop,Gary Court 1 & 2,5.2,3.0,6340,NEW LONDON,41.3367,-72.02,137,Oil,5.2,1.8199999999999998,400.0,400.0,0.0,207.0052,0.0,94146.0,0.0,16.0,11.0,CT
4180,57602,CT,Oil,Connecticut Mun Elec Engy Coop,Jewett City 1,2.6,1.5,6351,NEW LONDON,41.6041,-71.9825,138,Oil,2.6,0.9099999999999999,400.0,400.0,0.0,207.0026,0.0,94146.0,0.0,16.0,11.0,CT
4180,57603,CT,Oil,Connecticut Mun Elec Engy Coop,LNG 1 & 2,5.2,3.0,6360,NEW LONDON,41.5694,-72.1175,139,Oil,5.2,1.8199999999999998,400.0,400.0,0.0,207.0052,0.0,94146.0,0.0,16.0,11.0,CT
4180,57604,CT,Oil,Connecticut Mun Elec Engy Coop,Lebanon Pines 1 & 2,5.2,3.0,6249,NEW LONDON,41.5683,-72.2322,140,Oil,5.2,1.8199999999999998,400.0,400.0,0.0,207.0052,0.0,94146.0,0.0,16.0,11.0,CT
4180,57605,CT,Oil,Connecticut Mun Elec Engy Coop,Water Treatment 1 & 2,5.2,3.0,6340,NEW LONDON,41.3469,-72.0411,141,Oil,5.2,1.8199999999999998,400.0,400.0,0.0,207.0052,0.0,94146.0,0.0,16.0,11.0,CT
13831,57624,CT,Oil,City of Norwich - (CT),Norwich WWTP,2.0,0.1,6360,NEW LONDON,41.5256,-72.0833,142,Oil,2.0,0.7,400.0,400.0,0.0,207.002,0.0,94146.0,0.0,16.0,11.0,CT
56992,57666,CT,Gas_CCGT,Foxwoods Resort Casino,Foxwoods CoGen,16.2,8.5,6338,NEW LONDON,41.4731,-71.9606,143,Gas,16.2,3.24,400.0,400.0,0.0,56.0162,0.0,14238.0,0.0,8.0,6.0,CT
57015,57689,CT,Oil,Third Taxing District of Norwalk,Norden 1-3,6.0,3.0,6855,FAIRFIELD,41.1117,-73.3928,144,Oil,6.0,2.0999999999999996,400.0,400.0,0.0,207.006,0.0,94146.0,0.0,16.0,11.0,CT
57464,58084,CT,Gas_CCGT,Kimberly-Clark Corporation,"Kimberly Clark-Unit 1,2,3",20.200000000000003,7.4,6776,LITCHFIELD,41.558333,-73.413611,145,Gas,20.200000000000003,4.040000000000001,400.0,400.0,0.0,56.0202,0.0,14238.0,0.0,8.0,6.0,CT
57464,58084,CT,Gas_GT,Kimberly-Clark Corporation,"Kimberly Clark-Unit 1,2,3",16.1,7.0,6776,LITCHFIELD,41.558333,-73.413611,146,Gas,16.1,3.2200000000000006,400.0,400.0,0.0,343.0161,0.0,0.0,0.0,1.0,1.0,CT
60642,58116,CT,Gas_IC,"Dunn Paper East Hartford, LLC",Cellu Tissue,3.0,1.5,6108,HARTFORD,41.776111,-72.606667,147,Gas,3.0,0.6000000000000001,400.0,400.0,0.0,56.003,0.0,14238.0,0.0,8.0,6.0,CT
58120,58152,CT,Gas_GT,Danbury Hospital,Danbury Hospital Cogen Plant,4.3,1.0,6810,FAIRFIELD,41.405278,-73.4475,148,Gas,4.3,0.86,400.0,400.0,0.0,343.0043,0.0,0.0,0.0,1.0,1.0,CT
58122,58153,ME,Gas_GT,Eastern Maine Medical Center,Eastern Maine Medical Center,3.8,0.2,4402,PENOBSCOT,44.808333,-68.750833,149,Gas,3.8,0.76,400.0,400.0,0.0,343.0038,0.0,0.0,0.0,1.0,1.0,ME
58131,58158,CT,Gas_IC,Wesleyan University,Wesleyan University Cogen 1,2.4,1.2,6459,MIDDLESEX,41.556389,-72.653889,150,Gas,2.4,0.48,400.0,400.0,0.0,56.0024,0.0,14238.0,0.0,8.0,6.0,CT
58130,58159,CT,Gas_CCGT,University of Connecticut,UCONN Cogen Facility,25.700000000000003,9.8,6269,TOLLAND,41.809167,-72.254167,151,Gas,25.700000000000003,5.140000000000001,400.0,400.0,0.0,56.0257,0.0,14238.0,0.0,8.0,6.0,CT
58109,58160,MA,Gas_Steam,President & Trustees of Williams College,Williams College - Campus CHP,3.0,0.3,1267,BERKSHIRE,42.709722,-73.202222,152,Gas,3.0,0.6000000000000001,400.0,400.0,0.0,56.003,0.0,14238.0,0.0,8.0,6.0,WCMASS
58109,58160,MA,Oil,President & Trustees of Williams College,Williams College - Campus CHP,4.0,4.0,1267,BERKSHIRE,42.709722,-73.202222,153,Oil,4.0,1.4,400.0,400.0,0.0,207.004,0.0,94146.0,0.0,16.0,11.0,WCMASS
58138,58166,MA,Gas_GT,The Trustees of Smith College,Smith College Central Heating Plant,5.3,1.7,1063,HAMPSHIRE,42.3125,-72.639444,154,Gas,5.3,1.06,400.0,400.0,0.0,343.0053,0.0,0.0,0.0,1.0,1.0,WCMASS
58156,58184,CT,Gas_GT,Rand Whitney Containerboard L.P.,Rand Whitney CHP Plant,14.6,7.3,6353,NEW LONDON,41.452778,-72.136111,155,Gas,14.6,2.92,400.0,400.0,0.0,343.0146,0.0,0.0,0.0,1.0,1.0,CT
58152,58185,MA,Gas_GT,Amherst College,Amherst College Co Gen,1.2,0.1,1002,HAMPSHIRE,42.371667,-72.512222,156,Gas,1.2,0.24,400.0,400.0,0.0,343.0012,0.0,0.0,0.0,1.0,1.0,WCMASS
58188,58224,CT,Gas_IC,Central Connecticut State University,CCSU Co-Gen-STBY Gen,2.6,0.8,6050,HARTFORD,41.691389,-72.768611,157,Gas,2.6,0.52,400.0,400.0,0.0,56.0026,0.0,14238.0,0.0,8.0,6.0,CT
58188,58224,CT,Oil,Central Connecticut State University,CCSU Co-Gen-STBY Gen,1.0,1.0,6050,HARTFORD,41.691389,-72.768611,158,Oil,1.0,0.35,400.0,400.0,0.0,207.001,0.0,94146.0,0.0,16.0,11.0,CT
58213,58237,CT,Gas_Other,"New Britain Renewable Energy, LLC",CCSU Fuel Cell Project,1.4,0.7,6053,HARTFORD,41.691944,-72.761111,159,Gas,1.4,0.27999999999999997,400.0,400.0,0.0,56.0014,0.0,14238.0,0.0,8.0,6.0,CT
58300,58327,CT,Gas_IC,Ameresco Select Inc,Bradley Energy Center,5.800000000000001,2.5,6096,HARTFORD,41.927102,-72.683143,160,Gas,5.800000000000001,1.1600000000000001,400.0,400.0,0.0,56.0058,0.0,14238.0,0.0,8.0,6.0,CT
58300,58365,CT,Gas_Other,Ameresco Select Inc,CJTS Energy Center,0.4,0.1,6457,MIDDLESEX,41.552778,-72.625,161,Gas,0.4,0.08000000000000002,400.0,400.0,0.0,56.0004,0.0,14238.0,0.0,8.0,6.0,CT
63130,58551,CT,Gas_Other,"Bridgeport Fuel Cell, LLC","Bridgeport Fuel Cell, LLC",16.6,0.6,6605,FAIRFIELD,41.168056,-73.211111,162,Gas,16.6,3.3200000000000003,400.0,400.0,0.0,56.0166,0.0,14238.0,0.0,8.0,6.0,CT
58607,58664,CT,Gas_GT,Frito Lay Incorporated Dayville,Frito Lay Incorporated,4.6,2.0,6241,WINDHAM,41.862778,-71.891667,163,Gas,4.6,0.9199999999999999,400.0,400.0,0.0,343.0046,0.0,0.0,0.0,1.0,1.0,CT
4180,59415,CT,Oil,Connecticut Mun Elec Engy Coop,Backus Microgrid Project,10.4,6.0,6360,NEW LONDON,41.542778,-72.093611,164,Oil,10.4,3.6399999999999997,400.0,400.0,0.0,207.0104,0.0,94146.0,0.0,16.0,11.0,CT
59484,59717,MA,Oil,Framingham State University,Framingham State University Plant,2.4000000000000004,2.4000000000000004,1701,MIDDLESEX,42.297949,-71.436065,165,Oil,2.4000000000000004,0.8400000000000001,400.0,400.0,0.0,207.0024,0.0,94146.0,0.0,16.0,11.0,SEMASS
57128,59801,CT,Gas_Other,Bloom Energy,IBM Southbury,1.1,0.0,6488,NEW HAVEN,41.472492,-73.207043,166,Gas,1.1,0.22000000000000003,400.0,400.0,0.0,56.0011,0.0,14238.0,0.0,8.0,6.0,CT
6035,59882,MA,Gas_GT,Exelon Power,Exelon West Medway II LLC,263.6,50.0,2053,NORFOLK,42.137218,-71.4447,167,Gas,263.6,52.720000000000006,400.0,400.0,0.0,343.2636,0.0,0.0,0.0,1.0,1.0,SEMASS
59724,59967,CT,Gas_Other,"Pepperidge Farm, Inc.- Bloomfield",Pepperidge Farm Bloomfield,2.5999999999999996,1.2,6002,HARTFORD,41.869302,-72.718315,168,Gas,2.5999999999999996,0.5199999999999999,400.0,400.0,0.0,56.0026,0.0,14238.0,0.0,8.0,6.0,CT
19497,60040,CT,Gas_Other,United Illuminating Co,UI RCP New Haven Fuel Cell,2.8,2.5,6512,NEW HAVEN,41.288803,-72.898622,169,Gas,2.8,0.5599999999999999,400.0,400.0,0.0,56.0028,0.0,14238.0,0.0,8.0,6.0,CT
19497,60054,CT,Gas_Other,United Illuminating Co,UI RCP Bridgeport Seaside,2.8,2.3,6604,FAIRFIELD,41.157591,-73.208084,170,Gas,2.8,0.5599999999999999,400.0,400.0,0.0,56.0028,0.0,14238.0,0.0,8.0,6.0,CT
59885,60109,CT,Gas_Other,"UIL Distributed Resources, LLC",UDR Glastonbury Fuel Cell,3.4,2.5,6033,HARTFORD,41.716998,-72.536077,171,Gas,3.4,0.68,400.0,400.0,0.0,56.0034,0.0,14238.0,0.0,8.0,6.0,CT
60058,60276,MA,Gas_GT,Hollingsworth & Vose Co West Groton,West Groton CHP,4.1,1.9,1450,MIDDLESEX,42.61343,-71.633767,172,Gas,4.1,0.82,400.0,400.0,0.0,343.0041,0.0,0.0,0.0,1.0,1.0,SEMASS
62093,60392,CT,Gas_Other,Groton Fuel Cell 1 LLC,Pfizer Groton Fuel Cell,5.6,1.2,6340,NEW LONDON,41.333889,-72.071111,173,Gas,5.6,1.1199999999999999,400.0,400.0,0.0,56.0056,0.0,14238.0,0.0,8.0,6.0,CT
19497,60593,CT,Gas_Other,United Illuminating Co,UI RCP Woodbridge FC,2.8,2.2,6525,NEW HAVEN,41.358035,-73.007805,174,Gas,2.8,0.5599999999999999,400.0,400.0,0.0,56.0028,0.0,14238.0,0.0,8.0,6.0,CT
60403,60683,CT,Gas_Other,"TRS Fuel Cell, LLC",TRS Fuel Cell,3.7,0.6,6810,FAIRFIELD,41.3907,-73.4354,175,Gas,3.7,0.7400000000000001,400.0,400.0,0.0,56.0037,0.0,14238.0,0.0,8.0,6.0,CT
59928,60903,MA,Gas_CCGT,Salem Harbor Power Development LP,Salem Harbor Power Development LP,798.2,280.0,1970,ESSEX,42.525486,-70.878239,176,Gas,798.2,159.64000000000001,400.0,400.0,0.0,56.7982,0.0,14238.0,0.0,8.0,6.0,SEMASS
60816,61186,MA,Gas_IC,Boston Medical Center,Boston Medical Center CHP Plant,2.0,1.0,2118,SUFFOLK,42.334651,-71.074171,177,Gas,2.0,0.4,400.0,400.0,0.0,56.002,0.0,14238.0,0.0,8.0,6.0,SEMASS
61332,61703,CT,Gas_Steam,Sikorsky Aircraft Corporation,Sikorsky Aircraft CHP,0.6,0.1,6615,FAIRFIELD,41.250009,-73.09865,178,Gas,0.6,0.12,400.0,400.0,0.0,56.0006,0.0,14238.0,0.0,8.0,6.0,CT
61332,61703,CT,Gas_GT,Sikorsky Aircraft Corporation,Sikorsky Aircraft CHP,9.2,1.0,6615,FAIRFIELD,41.250009,-73.09865,179,Gas,9.2,1.8399999999999999,400.0,400.0,0.0,343.0092,0.0,0.0,0.0,1.0,1.0,CT
60571,61786,CT,Gas_Other,"AEP Onsite Partners, LLC",Trinity College Fuel Cell,1.4,1.1,6106,HARTFORD,41.746288,-72.689356,180,Gas,1.4,0.27999999999999997,400.0,400.0,0.0,56.0014,0.0,14238.0,0.0,8.0,6.0,CT
57389,61820,CT,Gas_Other,IKEA Property Inc,IKEA New Haven Rooftop PV &  Fuel Cell,0.3,0.3,6511,NEW HAVEN,41.295715,-72.91995,181,Gas,0.3,0.06,400.0,400.0,0.0,56.0003,0.0,14238.0,0.0,8.0,6.0,CT
61478,61857,RI,Gas_GT,Toray Plastics America,Toray Plastic America's CHP Plant,7.5,0.5,2852,WASHINGTON,41.593802,-71.427609,182,Gas,7.5,1.5,400.0,400.0,0.0,343.0075,0.0,0.0,0.0,1.0,1.0,RI
61478,61857,RI,Gas_IC,Toray Plastics America,Toray Plastic America's CHP Plant,12.5,4.4,2852,WASHINGTON,41.593802,-71.427609,183,Gas,12.5,2.5,400.0,400.0,0.0,56.0125,0.0,14238.0,0.0,8.0,6.0,RI
57128,62455,CT,Gas_Other,Bloom Energy,Digital Fairfield,2.0,0.1,6611,FAIRFIELD,41.24019,-73.14603,184,Gas,2.0,0.4,400.0,400.0,0.0,56.002,0.0,14238.0,0.0,8.0,6.0,CT
18488,62625,MA,Oil,City of Taunton,West Water Street,10.0,4.0,2780,BRISTOL,41.8809,-71.0927,185,Oil,10.0,3.5,400.0,400.0,0.0,207.01,0.0,94146.0,0.0,16.0,11.0,SEMASS
62677,62757,MA,Gas_GT,Massachusetts Department of Correction,Bridgewater Complex Co-Generation Plant,1.5,0.5,1757,BRISTOL,41.931838,-70.958393,186,Gas,1.5,0.30000000000000004,400.0,400.0,0.0,343.0015,0.0,0.0,0.0,1.0,1.0,SEMASS
19780,63203,VT,Oil,Vermont Public Power Supply Authority,VPPSA Project 10,47.2,28.0,5677,FRANKLIN,44.916666,-73.1,187,Oil,47.2,16.52,400.0,400.0,0.0,207.0472,0.0,94146.0,0.0,16.0,11.0,VT
62971,63302,CT,Gas_Other,South Energy Investments LLC,South Windsor Fuel Cell,5.0,0.4,6074,HARTFORD,41.815417,-72.614377,188,Gas,5.0,1.0,400.0,400.0,0.0,56.005,0.0,14238.0,0.0,8.0,6.0,CT
61939,63438,CT,Gas_Other,"Clearway Energy, Inc",UB Fuel Cell,1.4,0.2,6604,FAIRFIELD,41.165036,-73.19606,189,Gas,1.4,0.27999999999999997,400.0,400.0,0.0,56.0014,0.0,14238.0,0.0,8.0,6.0,CT
57128,63637,MA,Gas_Other,Bloom Energy,One Patriot,2.0,0.1,2035,NORFOLK,42.093394,-71.265305,190,Gas,2.0,0.4,400.0,400.0,0.0,56.002,0.0,14238.0,0.0,8.0,6.0,SEMASS
63392,63673,CT,Gas_IC,Norwalk Hospital,Norwalk Hospital Plant,3.0,1.5,3815,FAIRFIELD,41.110861,-73.421968,191,Gas,3.0,0.6000000000000001,400.0,400.0,0.0,56.003,0.0,14238.0,0.0,8.0,6.0,CT
64585,64378,MA,Oil,"JDC 65R Owner, LLC",Signature Breads Chelsea,1.5,0.2,2150,SUFFOLK,42.393622,-71.046617,192,Oil,1.5,0.5249999999999999,400.0,400.0,0.0,207.0015,0.0,94146.0,0.0,16.0,11.0,SEMASS
63994,64382,MA,Oil,"IXYS Integrated Circuits Division, LLC",IXYS - Beverly,0.6,0.1,1915,ESSEX,42.579489,-70.910778,193,Oil,0.6,0.21,400.0,400.0,0.0,207.0006,0.0,94146.0,0.0,16.0,11.0,SEMASS
63994,64382,MA,Gas_IC,"IXYS Integrated Circuits Division, LLC",IXYS - Beverly,2.0999999999999996,0.30000000000000004,1915,ESSEX,42.579489,-70.910778,194,Gas,2.0999999999999996,0.41999999999999993,400.0,400.0,0.0,56.0021,0.0,14238.0,0.0,8.0,6.0,SEMASS
64153,64515,CT,Oil,"Stamford Health Systems, Inc.",Stamford Health,8.399999999999999,0.7999999999999999,6904,FAIRFIELD,41.055636,-73.55198,195,Oil,8.399999999999999,2.9399999999999995,400.0,400.0,0.0,207.0084,0.0,94146.0,0.0,16.0,11.0,CT
62150,64753,CT,Gas_Other,"2016 ESA Project Company, LLC",FDX010.0 FedEx Fuel Cell,1.0,1.0,6457,MIDDLESEX,41.5948,-72.71316,196,Gas,1.0,0.2,400.0,400.0,0.0,56.001,0.0,14238.0,0.0,8.0,6.0,CT
64427,64980,MA,Oil,UMass Boston,UMass Boston,6.9,0.6,2125,SUFFOLK,42.312977,-71.036368,197,Oil,6.9,2.415,400.0,400.0,0.0,207.0069,0.0,94146.0,0.0,16.0,11.0,SEMASS
57128,65197,CT,Gas_Other,Bloom Energy,Medtronic - New Haven 2,2.2,2.2,6473,NEW HAVEN,41.339715,-72.865033,198,Gas,2.2,0.44000000000000006,400.0,400.0,0.0,56.0022,0.0,14238.0,0.0,8.0,6.0,CT
57128,65198,CT,Gas_Other,Bloom Energy,Medtronic - New Haven,2.3,2.3,6473,NEW HAVEN,41.33788,-72.870281,199,Gas,2.3,0.45999999999999996,400.0,400.0,0.0,56.0023,0.0,14238.0,0.0,8.0,6.0,CT
57128,65209,MA,Gas_Other,Bloom Energy,Equinix - Billerica,1.9,1.9,1821,MIDDLESEX,42.551001,-71.21496,200,Gas,1.9,0.38,400.0,400.0,0.0,56.0019,0.0,14238.0,0.0,8.0,6.0,SEMASS
17127,65768,MA,Gas_IC,Town of Shrewsbury - (MA),Centech Gas Generator,2.5,1.2,1545,WORCESTER,42.255386,-71.690509,201,Gas,2.5,0.5,400.0,400.0,0.0,56.0025,0.0,14238.0,0.0,8.0,6.0,WCMASS
