latitude,zone,fuel,unit,tech,status,node,ave_marg_damages_isrm_LePeule,longitude,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
36.76479,PJM_Dom,Gas,Existing NG-CC 1164,NG-CC,Existing,4,3.384191279,-77.71313,88486.09665803469,11729433.483290168,26004303.832292184,MO EM190 X5
36.76479,PJM_Dom,Gas,Existing NG-CC 1165,NG-CC,Existing,4,3.332454903,-77.71313,89131.5116003988,11744160.433526265,25638356.1476139,MO EM190 X5
36.76479,PJM_Dom,Gas,Existing NG-CC 1166,NG-CC,Existing,4,3.506924306,-77.71313,68124.29446104002,9712222.370924886,21811577.487994116,MO EM190 X5
36.76479,PJM_Dom,Gas,Existing NG-CC 1167,NG-CC,Existing,4,3.407856829,-77.71313,207476.63894886363,29306121.066886198,59981130.40042013,MO EM190 X5
36.86875,PJM_Dom,Coal,Existing Coal 468,Coal,Existing,4,32.19076745,-78.70482,3759.9999999999945,808399.9999999988,11387842.462059373,MO EM190 X5
36.86875,PJM_Dom,Coal,Existing Coal 469,Coal,Existing,4,30.66096976,-78.70482,3754.0,807110.0,10831007.166296689,MO EM190 X5
37.6961,PJM_Dom,Gas,Existing NG-CC 1110,NG-CC,Existing,4,1.148221329,-78.2848,46579.61568456506,5905075.913395705,4981605.904645408,MO EM190 X5
37.6961,PJM_Dom,Gas,Existing NG-CC 1111,NG-CC,Existing,4,0.910301291,-78.2848,47607.031787350366,5945635.158936748,3979755.050422014,MO EM190 X5
37.6961,PJM_Dom,Gas,Existing NG-CC 1112,NG-CC,Existing,4,1.02926131,-78.2848,106846.59772425256,13965232.988621252,8745476.255687878,MO EM190 X5
37.8669,PJM_Dom,Gas,Existing NG-CC 974,NG-CC,Existing,4,1.375231631,-78.3801,21487.5,2680780.4999999986,3033052.392258775,MO EM190 X5
37.8669,PJM_Dom,Gas,Existing NG-CC 975,NG-CC,Existing,4,1.766282398,-78.3801,20461.269607964776,2671516.3480398227,3882046.926136316,MO EM190 X5
37.8669,PJM_Dom,Gas,Existing NG-CC 976,NG-CC,Existing,4,1.436337517,-78.3801,22447.848354606755,2786751.241773032,3293043.831823113,MO EM190 X5
37.8669,PJM_Dom,Gas,Existing NG-CC 977,NG-CC,Existing,4,1.525950515,-78.3801,143713.2734616779,18365838.00909055,18445771.839107234,MO EM190 X5
37.8824,PJM_West,Gas,Existing NG-CT 8,NG-CT,Existing,9,13.85084452,-84.1025,461.3333331999054,99186.66663797967,693871.9996431762,MO EM190 X5
37.8824,PJM_West,Gas,Existing NG-CT 9,NG-CT,Existing,9,11.67561276,-84.1025,461.33333319999997,99186.666638,584901.5748566241,MO EM190 X5
38.07194,PJM_Dom,Gas,Existing NG-CT 567,NG-CT,Existing,4,5.234635107,-77.51309,899.3333332,193356.666638,511205.3343874874,MO EM190 X5
38.07194,PJM_Dom,Gas,Existing NG-CT 568,NG-CT,Existing,4,5.437898621,-77.51309,893.3333332,192066.666638,527512.6988965535,MO EM190 X5
38.07194,PJM_Dom,Gas,Existing NG-CT 569,NG-CT,Existing,4,5.057132318,-77.51309,893.3333332,192066.666638,490575.8094575488,MO EM190 X5
38.12417,PJM_Dom,Gas,Existing NG-CC 768,NG-CC,Existing,4,6.747324639,-78.2036,2882.6,414728.9999999998,2302177.5496488228,MO EM190 X5
38.12583,PJM_Dom,Gas,Existing NG-CC 769,NG-CC,Existing,4,5.475829282,-78.205,2923.2000000000003,414931.9999999998,1869259.6567387644,MO EM190 X5
38.5391,PJM_Dom,Gas,Existing NG-CC 379,NG-CC,Existing,4,1.86815888,-77.2786,16666.22830860977,2229156.1415429004,3426076.8636359586,MO EM190 X5
38.5391,PJM_Dom,Gas,Existing NG-CC 380,NG-CC,Existing,4,2.331999191,-77.2786,16245.883064819485,2155175.504121747,4134793.6566142133,MO EM190 X5
38.5391,PJM_Dom,Gas,Existing NG-CC 381,NG-CC,Existing,4,2.100079035,-77.2786,89824.64153884616,11842286.181173846,16327298.034863357,MO EM190 X5
38.5444,PJM_SMAC,Gas,Existing NG-CC 88,NG-CC,Existing,7,7.452279932,-76.6861,87050.10400834566,11225267.342147669,68822216.70618479,MO EM190 X5
38.57278,PJM_West,Gas,Existing NG-CC 1030,NG-CC,Existing,9,8.122713767,-82.785,9882.0,1301129.9999999993,8694901.045269577,MO EM190 X5
38.57292,PJM_West,Gas,Existing NG-CC 1031,NG-CC,Existing,9,9.206402713,-82.78486,51508.0,6808219.999999996,41201025.042225935,MO EM190 X5
38.57306,PJM_West,Gas,Existing NG-CC 1029,NG-CC,Existing,9,10.29009166,-82.78472,9593.0,1233514.9999999993,10442548.044475205,MO EM190 X5
38.57417,PJM_West,Gas,Existing NG-CC 1033,NG-CC,Existing,9,6.699543491,-82.78389,10125.916031153734,1322869.580155768,7291301.287158726,MO EM190 X5
38.574305,PJM_West,Gas,Existing NG-CC 1034,NG-CC,Existing,9,6.741203522,-82.78375,54338.53856613915,6991637.834865106,30804728.52371883,MO EM190 X5
38.57444,PJM_West,Gas,Existing NG-CC 1032,NG-CC,Existing,9,6.782863554,-82.78361,9990.0,1315349.9999999993,7340019.498668883,MO EM190 X5
38.700049,PJM_West,Coal,Existing Coal 423,Coal,Existing,9,45.84847857,-83.817613,1524.0,327660.0,5944997.458097119,MO EM190 X5
38.700049,PJM_West,Coal,Existing Coal 424,Coal,Existing,9,39.49324355,-83.817613,2823.99999992,607159.9999828,10618078.788696986,MO EM190 X5
38.97014,PJM_AP,Gas,Existing NG-CC 1042,NG-CC,Existing,1,1.316939942,-78.17795,72719.87110261622,9086299.355513075,7823999.132730729,MO EM190 X5
38.97014,PJM_AP,Gas,Existing NG-CC 1043,NG-CC,Existing,1,0.975389303,-78.17795,76160.0,9103499.999999994,5803710.107570117,MO EM190 X5
38.97014,PJM_AP,Gas,Existing NG-CC 1044,NG-CC,Existing,1,1.269545686,-78.17795,72895.68337774066,9087178.416888699,7542991.396956542,MO EM190 X5
38.97014,PJM_AP,Gas,Existing NG-CC 1045,NG-CC,Existing,1,1.187291644,-78.17795,169792.8056880735,21664861.028440356,15471513.740419947,MO EM190 X5
39.0908,PJM_West,Gas,Existing NG-CC 980,NG-CC,Existing,9,6.740131596,-84.8666,8964.0,1180259.9999999993,6544686.806419099,MO EM190 X5
39.0908,PJM_West,Gas,Existing NG-CC 981,NG-CC,Existing,9,6.729722522,-84.8666,9234.0,1215809.9999999993,6731404.251909699,MO EM190 X5
39.0908,PJM_West,Gas,Existing NG-CC 982,NG-CC,Existing,9,6.39997462,-84.8666,9130.0,1181089.9999999993,6218763.600710235,MO EM190 X5
39.0908,PJM_West,Gas,Existing NG-CC 983,NG-CC,Existing,9,8.676986998,-84.8666,8964.0,1180259.9999999993,8425378.86930608,MO EM190 X5
39.178421,PJM_SMAC,Gas,Existing NG-CC 69,NG-CC,Existing,7,55.72897316,-76.527476,4614.085608040074,872033.6949645239,34103750.47338417,MO EM190 X5
39.18717,PJM_EMAC,Gas,Existing NG-CC 1121,NG-CC,Existing,5,1.480886124,-75.49942,60604.991026910175,8685014.955134548,8483018.241119744,MO EM190 X5
39.18717,PJM_EMAC,Gas,Existing NG-CC 1122,NG-CC,Existing,5,1.480886124,-75.49942,48907.30385860572,7256766.519293025,6415349.275243162,MO EM190 X5
39.375774,PJM_EMAC,Gas,Existing NG-CT 407,NG-CT,Existing,5,9.075311829,-74.96519,512.3333332,110151.666638,504896.59516871785,MO EM190 X5
39.489029,PJM_EMAC,Gas,Existing NG-CT 157,NG-CT,Existing,5,6.21194926,-75.035192,550.0,118250.0,330847.8767098824,MO EM190 X5
39.5325,PJM_West,Gas,Existing NG-CC 986,NG-CC,Existing,9,1.447889442,-81.71694,9611.415909659578,1256876.0115427664,1497168.3666915256,MO EM190 X5
39.53296,PJM_West,Gas,Existing NG-CC 987,NG-CC,Existing,9,1.418956326,-81.71694,44224.934122945226,5781444.670614723,5995264.816728861,MO EM190 X5
39.53305,PJM_West,Gas,Existing NG-CC 985,NG-CC,Existing,9,1.390103444,-81.71694,10054.395237138397,1332993.486883972,1524466.7289427577,MO EM190 X5
39.53333,PJM_West,Gas,Existing NG-CC 984,NG-CC,Existing,9,1.418876091,-81.71694,9744.0,1298639.9999999993,1515919.1874301254,MO EM190 X5
39.5798,PJM_West,Gas,Existing NG-CC 962,NG-CC,Existing,9,7.338844988,-81.6571,9666.0,1272689.9999999993,7684102.511013591,MO EM190 X5
39.5798,PJM_West,Gas,Existing NG-CC 963,NG-CC,Existing,9,7.366743142,-81.6571,9666.0,1272689.9999999993,7713313.139600865,MO EM190 X5
39.5798,PJM_West,Gas,Existing NG-CC 964,NG-CC,Existing,9,7.352794065,-81.6571,33409.59970133802,4375717.998506688,23560551.645658646,MO EM190 X5
39.73872,PJM_EMAC,Gas,Existing NG-CC 991,NG-CC,Existing,5,31.46051817,-76.30826,10483.464388314102,2076247.3219415704,47249913.10219236,MO EM190 X5
39.73872,PJM_EMAC,Gas,Existing NG-CC 992,NG-CC,Existing,5,26.96637334,-76.30826,11956.0,2282619.9999999995,44629182.13889327,MO EM190 X5
39.73872,PJM_EMAC,Gas,Existing NG-CC 993,NG-CC,Existing,5,31.14855732,-76.30826,11906.674185208467,2267082.3683406664,51152503.64733312,MO EM190 X5
39.73872,PJM_EMAC,Gas,Existing NG-CC 994,NG-CC,Existing,5,29.85848294,-76.30826,31626.83375854023,5852654.1687927,107467162.69686764,MO EM190 X5
39.74564767,PJM_EMAC,Gas,Existing NG-CC 453,NG-CC,Existing,5,18.39028323,-75.50444433,8415.0,1698895.0,25703825.239920277,MO EM190 X5
39.74564767,PJM_EMAC,Gas,Existing NG-CC 457,NG-CC,Existing,5,10.12751862,-75.506389,34517.810908429354,5367449.054542144,39775693.6112214,MO EM190 X5
39.806687,PJM_EMAC,Gas,Existing NG-CC 1035,NG-CC,Existing,5,7.859726755,-75.422206,17072.0,2635599.999999999,17042360.609398752,MO EM190 X5
39.806687,PJM_EMAC,Gas,Existing NG-CC 1036,NG-CC,Existing,5,8.166343395,-75.422206,17671.6940073668,2735681.470036833,18379596.405743845,MO EM190 X5
39.806687,PJM_EMAC,Gas,Existing NG-CC 1037,NG-CC,Existing,5,8.29786429,-75.422206,16896.0,2634719.999999999,17986373.1693266,MO EM190 X5
39.806687,PJM_EMAC,Gas,Existing NG-CC 1038,NG-CC,Existing,5,8.107978147,-75.422206,58132.82548870773,8834324.127443535,52616201.31055022,MO EM190 X5
39.841001,PJM_EMAC,Gas,Existing NG-CC 1118,NG-CC,Existing,5,12.59769993,-75.220256,50839.39753596735,8619532.273110367,70462951.72990075,MO EM190 X5
39.841001,PJM_EMAC,Gas,Existing NG-CC 1119,NG-CC,Existing,5,12.56593167,-75.220256,50877.5,8630772.499999998,70356599.50340362,MO EM190 X5
39.8589,PJM_AP,Gas,Existing NG-CC 988,NG-CC,Existing,1,3.192184906,-79.9181,13049.999999999905,1612109.9999999783,4233752.98054748,MO EM190 X5
39.85905,PJM_AP,Gas,Existing NG-CC 990,NG-CC,Existing,1,3.348843429,-79.91815,73398.6473687903,9319133.23684389,20262388.371235922,MO EM190 X5
39.8592,PJM_AP,Gas,Existing NG-CC 989,NG-CC,Existing,1,3.505501953,-79.9182,11575.854512157584,1554279.2725607872,4482518.313228959,MO EM190 X5
39.86248,PJM_EMAC,Gas,Existing NG-CC 843,NG-CC,Existing,5,17.93124232,-75.33577,7947.7,1642806.5,24234808.69503639,MO EM190 X5
39.86248,PJM_EMAC,Gas,Existing NG-CC 844,NG-CC,Existing,5,18.15903418,-75.33577,7609.5,1536273.5,22951130.852949724,MO EM190 X5
39.86248,PJM_EMAC,Gas,Existing NG-CC 845,NG-CC,Existing,5,18.04513825,-75.33577,24311.62384389254,4589863.510826149,60293291.241342835,MO EM190 X5
39.86916,PJM_WMAC,Gas,Existing NG-CC 1050,NG-CC,Existing,8,10.20320074,-77.16722,13770.0,2149649.9999999995,18044588.80465731,MO EM190 X5
39.87165333,PJM_WMAC,Gas,Existing NG-CC 1053,NG-CC,Existing,8,9.864313262,-77.16694,88642.16803286051,13065163.140266318,84850078.24288033,MO EM190 X5
39.8729,PJM_WMAC,Gas,Existing NG-CC 1051,NG-CC,Existing,8,9.051536797,-77.1668,16218.0,2298059.999999999,17113013.324048158,MO EM190 X5
39.8729,PJM_WMAC,Gas,Existing NG-CC 1052,NG-CC,Existing,8,10.33820225,-77.1668,13770.0,2149649.9999999995,18283341.995742507,MO EM190 X5
39.918222,PJM_EMAC,Gas,Existing NG-CC 633,NG-CC,Existing,5,40.42742977,-75.118141,1108.4,303506.0,10094532.627679717,MO EM190 X5
40.062369,PJM_EMAC,Gas,Existing NG-CC 722,NG-CC,Existing,5,39.31088066,-74.168576,1354.9,371003.5,11998683.11079627,MO EM190 X5
40.09285,PJM_West,Gas,Existing NG-CC 947,NG-CC,Existing,9,8.825121559,-82.02727,25946.597798655625,3441468.526710957,19922549.737244677,MO EM190 X5
40.09285,PJM_West,Gas,Existing NG-CC 948,NG-CC,Existing,9,8.88857821,-82.02727,25802.9,3410573.499999998,19927103.805030342,MO EM190 X5
40.09285,PJM_West,Gas,Existing NG-CC 949,NG-CC,Existing,9,8.856849885,-82.02727,46467.200000000004,6085415.999999996,32480857.99640471,MO EM190 X5
40.14695,PJM_EMAC,Gas,Existing NG-CC 928,NG-CC,Existing,5,6.3125208,-74.74249,18920.593501900374,2799342.9675094998,14537901.971904658,MO EM190 X5
40.14695,PJM_EMAC,Gas,Existing NG-CC 929,NG-CC,Existing,5,6.419729684,-74.74249,19080.628294323298,2862993.1414716155,15120977.004761381,MO EM190 X5
40.14695,PJM_EMAC,Gas,Existing NG-CC 930,NG-CC,Existing,5,6.360245321,-74.74249,20394.0,3028409.999999999,15846426.567176927,MO EM190 X5
40.14695,PJM_EMAC,Gas,Existing NG-CC 931,NG-CC,Existing,5,6.508559264,-74.74249,19206.0,2965049.999999999,15876679.898374187,MO EM190 X5
40.14695,PJM_EMAC,Gas,Existing NG-CC 932,NG-CC,Existing,5,6.366125242,-74.74249,76978.6336407781,11473013.137244225,48146589.98101645,MO EM190 X5
40.14695,PJM_EMAC,Gas,Existing NG-CC 933,NG-CC,Existing,5,6.434402293,-74.74249,75157.76238277597,11431088.811913876,48446652.1433214,MO EM190 X5
40.3509,PJM_WMAC,Gas,Existing NG-CC 936,NG-CC,Existing,8,14.81925424,-76.3658,33182.94975741239,5619153.800657749,60557501.36093425,MO EM190 X5
40.42083,PJM_WMAC,Gas,Existing NG-CC 808,NG-CC,Existing,8,11.75631665,-75.9375,13519.796840588322,2246158.984202941,21724739.18956165,MO EM190 X5
40.42083,PJM_WMAC,Gas,Existing NG-CC 809,NG-CC,Existing,8,11.77948633,-75.9375,12980.69784720572,2232894.3621871206,21639007.29898941,MO EM190 X5
40.42083,PJM_WMAC,Gas,Existing NG-CC 810,NG-CC,Existing,8,11.76790149,-75.9375,30539.71368168375,4908780.5684084175,42020839.21961323,MO EM190 X5
40.545,PJM_AP,Gas,Existing NG-CC 1026,NG-CC,Existing,1,11.40922873,-79.76917,9185.0,1143114.9999999995,10729735.449483655,MO EM190 X5
40.545,PJM_AP,Gas,Existing NG-CC 1027,NG-CC,Existing,1,9.758405555,-79.76917,10020.0,1389439.9999999993,11154791.6881046,MO EM190 X5
40.545,PJM_AP,Gas,Existing NG-CC 1028,NG-CC,Existing,1,10.58381714,-79.76917,35382.411819718276,4715959.723211254,32346226.088882882,MO EM190 X5
40.61842,PJM_WMAC,Gas,Existing NG-CC 1020,NG-CC,Existing,8,9.493148215,-75.313775,12436.130672501346,1865580.653362506,14570253.052509444,MO EM190 X5
40.61842,PJM_WMAC,Gas,Existing NG-CC 1022,NG-CC,Existing,8,9.493148215,-75.313775,60017.22033456113,8609195.607845929,53901342.7599139,MO EM190 X5
40.624411,PJM_EMAC,Gas,Existing NG-CC 146,NG-CC,Existing,5,19.86409061,-74.211871,34486.215426876275,6130680.146609474,81479001.96272317,MO EM190 X5
40.624411,PJM_EMAC,Gas,Existing NG-CC 147,NG-CC,Existing,5,19.85026591,-74.211871,8227.611890660477,1691623.7455580502,27625675.449219186,MO EM190 X5
40.624411,PJM_EMAC,Gas,Existing NG-CC 148,NG-CC,Existing,5,19.8779153,-74.211871,8096.900000000001,1650449.5,26990807.63091703,MO EM190 X5
40.624411,PJM_EMAC,Gas,Existing NG-CC 149,NG-CC,Existing,5,19.43511979,-74.211871,36435.223782268855,6422461.685605415,83277096.23750122,MO EM190 X5
40.624411,PJM_EMAC,Gas,Existing NG-CC 150,NG-CC,Existing,5,19.3843234,-74.211871,8473.5,1710705.5,27281528.7080249,MO EM190 X5
40.624411,PJM_EMAC,Gas,Existing NG-CC 151,NG-CC,Existing,5,19.48591618,-74.211871,8316.732535975,1709921.6626798748,27411944.77062234,MO EM190 X5
40.73799,PJM_EMAC,Gas,Existing NG-CT 136,NG-CT,Existing,5,87.1882248,-74.097155,234.49999999998545,50417.49999999687,1739572.2052211931,MO EM190 X5
40.73799,PJM_EMAC,Gas,Existing NG-CT 137,NG-CT,Existing,5,85.9958989,-74.097155,234.5,50417.5,1715783.0180923818,MO EM190 X5
40.73799,PJM_EMAC,Gas,Existing NG-CT 138,NG-CT,Existing,5,84.45006042,-74.097155,234.5,50417.5,1684940.5773873664,MO EM190 X5
40.73799,PJM_EMAC,Gas,Existing NG-CT 139,NG-CT,Existing,5,84.30951116,-74.097155,234.5,50417.5,1682136.350248653,MO EM190 X5
40.73799,PJM_EMAC,Gas,Existing NG-CT 140,NG-CT,Existing,5,84.41651762,-74.097155,234.5,50417.5,1684271.334233269,MO EM190 X5
40.73799,PJM_EMAC,Gas,Existing NG-CT 141,NG-CT,Existing,5,84.76556683,-74.097155,234.5,50417.5,1691235.5350225763,MO EM190 X5
40.8022,PJM_WMAC,Gas,Existing NG-CC 1012,NG-CC,Existing,8,9.956977323,-75.1072,17351.199999999997,2706409.9999999986,22169909.037275963,MO EM190 X5
40.8022,PJM_WMAC,Gas,Existing NG-CC 1013,NG-CC,Existing,8,10.01388295,-75.1072,17131.548682942237,2650617.7434147103,21836971.90182941,MO EM190 X5
40.8022,PJM_WMAC,Gas,Existing NG-CC 1014,NG-CC,Existing,8,9.985430136,-75.1072,63948.22491717762,9410078.350567402,61760380.732731715,MO EM190 X5
40.8396,PJM_EMAC,Gas,Existing NG-CC 125,NG-CC,Existing,5,95.1056135,-74.025002,1241.0999999999565,266836.4999999906,20878254.66688621,MO EM190 X5
40.8396,PJM_EMAC,Gas,Existing NG-CC 126,NG-CC,Existing,5,94.45324995,-74.025002,1241.1000000000001,266836.5,20735043.221935857,MO EM190 X5
40.8396,PJM_EMAC,Gas,Existing NG-CC 127,NG-CC,Existing,5,94.77943172,-74.025002,3309.599999999898,711563.9999999781,49478937.10256321,MO EM190 X5
41.201997,PJM_WMAC,Gas,Existing NG-CC 346,NG-CC,Existing,8,11.42180143,-76.070093,8117.999999999941,1291253.9999999884,10728958.851589197,MO EM190 X5
41.201997,PJM_WMAC,Gas,Existing NG-CC 347,NG-CC,Existing,8,10.61978306,-76.070093,9457.499999999989,1394617.4999999995,10835792.403613327,MO EM190 X5
41.20334,PJM_WMAC,Gas,Existing NG-CT 1089,NG-CT,Existing,8,24.75900568,-76.06848,4.618527782440651e-13,7.279510327862224e-11,1.4827849511687781e-09,MO EM190 X5
41.37778,PJM_ATSI,Gas,Existing NG-CC 1023,NG-CC,Existing,2,8.079041113,-83.1655,77223.82334034555,10104132.218773931,48742777.21982756,MO EM190 X5
41.37778,PJM_ATSI,Gas,Existing NG-CC 1024,NG-CC,Existing,2,6.619972007,-83.1655,31026.93712450127,4160247.4817677718,17891014.315722153,MO EM190 X5
41.37778,PJM_ATSI,Gas,Existing NG-CC 1025,NG-CC,Existing,2,9.538110219,-83.1655,26666.399999999998,3525167.9999999977,22030459.184241,MO EM190 X5
41.41324667,PJM_COMD,Gas,Existing NG-CC 830,NG-CC,Existing,3,13.44148982,-88.33022667,16950.668019323566,2748583.3400966167,27390507.515087955,MO EM190 X5
41.48058,PJM_COMD,Gas,Existing NG-CC 790,NG-CC,Existing,3,13.75738347,-88.25838,22264.97880173746,3680407.2031433997,41655707.83317152,MO EM190 X5
41.48058,PJM_COMD,Gas,Existing NG-CC 794,NG-CC,Existing,3,13.75738347,-88.25838,32020.07446789224,5282243.928235328,53805748.18065168,MO EM190 X5
41.4806,PJM_COMD,Gas,Existing NG-CC 791,NG-CC,Existing,3,10.95323383,-88.25748,23774.26632087896,4011671.331604393,36150183.63268011,MO EM190 X5
41.4806,PJM_COMD,Gas,Existing NG-CC 795,NG-CC,Existing,3,10.95323383,-88.25748,35839.65076318451,5915337.179033172,48055837.93338337,MO EM190 X5
41.48061,PJM_COMD,Gas,Existing NG-CC 792,NG-CC,Existing,3,13.69802891,-88.25705,23002.14645451896,3785151.259081634,42656392.24448506,MO EM190 X5
41.48061,PJM_COMD,Gas,Existing NG-CC 796,NG-CC,Existing,3,13.69802891,-88.25705,33626.432759668314,5495632.163798339,55765033.59616561,MO EM190 X5
41.48064,PJM_COMD,Gas,Existing NG-CC 793,NG-CC,Existing,3,12.27134763,-88.25614,23360.0,3954399.999999998,39922309.793200955,MO EM190 X5
41.48064,PJM_COMD,Gas,Existing NG-CC 797,NG-CC,Existing,3,12.27134763,-88.25614,34509.51460332047,5629551.821961857,51213156.82171657,MO EM190 X5
41.71217,PJM_COMD,Gas,Existing NG-CC 807,NG-CC,Existing,3,7.729298667,-90.27933,60022.65521115913,10290653.250600172,58353129.71401039,MO EM190 X5
41.774885,PJM_COMD,Gas,Existing NG-CC 801,NG-CC,Existing,3,8.098491983,-89.6075,74456.89556799208,13019481.64329103,69820101.03000699,MO EM190 X5
41.774885,PJM_COMD,Gas,Existing NG-CC 803,NG-CC,Existing,3,8.098491983,-89.6075,67683.76134584233,11884373.753459,59049221.448178835,MO EM190 X5
41.774895,PJM_COMD,Gas,Existing NG-CC 802,NG-CC,Existing,3,8.229878788,-89.606175,72131.2662128538,12626677.7693284,69072406.28719719,MO EM190 X5
41.774895,PJM_COMD,Gas,Existing NG-CC 804,NG-CC,Existing,3,8.229878788,-89.606175,65506.89724986804,11567474.122543786,58615331.51814345,MO EM190 X5
